"time (UTC)","airtemp_avg (degC)","qc_airtemp_avg","baro_pressure (hPa)","qc_baro_pressure","rh (%)","qc_rh","rain (in)","qc_rain","winddir (deg from)","qc_winddir","windspeed_avg (m/s)","qc_windspeed_avg","windspeed_max (m/s)","qc_windspeed_max","land par_avg (μmol of photons m-2 s-1)","qc_par_avg","underwater lower_par (μmol of photons m-2 s-1)","qc_lower_par","underwater upper_par (μmol of photons m-2 s-1)","qc_upper_par","co2_avg (ppm)","qc_co2_avg","h2o_avg (mmol/mol)","qc_h2o_avg"
"2025-07-02 11:40:00.000","11.130000114440918","0","1013.8770141601562","0","87.69999694824219","0","0.0","0","301.20001220703125","0","1.4910000562667847","0","3.6989998817443848","0","0.0","0","47.13999938964844","0","0.0","0","438.70001220703125","0","10.930000305175781","0"
"2025-07-02 11:45:00.000","10.90999984741211","0","1013.9920043945312","0","87.80000305175781","0","0.0","0","305.79998779296875","0","1.6929999589920044","0","2.7660000324249268","0","0.0","0","53.0099983215332","0","0.0","0","458.8999938964844","0","10.779999732971191","0"
"2025-07-02 11:50:00.000","10.800000190734863","0","1014.0","0","88.19999694824219","0","0.0","0","308.70001220703125","0","0.7889999747276306","0","1.3660000562667847","0","0.0","0","44.02000045776367","0","0.0","0","449.29998779296875","0","10.800000190734863","0"
"2025-07-02 11:55:00.000","10.829999923706055","0","1014.0","0","88.4000015258789","0","0.0","0","320.3999938964844","0","1.1019999980926514","0","2.0989999771118164","0","0.15600000321865082","0","18.399999618530273","0","0.0","0","444.6000061035156","0","10.829999923706055","0"
"2025-07-02 12:00:00.000","10.850000381469727","0","1014.093017578125","0","89.0","0","0.0","0","322.1000061035156","0","1.0460000038146973","0","1.6330000162124634","0","0.6740000247955322","0","82.19999694824219","0","0.0","0","438.6000061035156","0","10.899999618530273","0"
"2025-07-02 12:05:00.000","10.989999771118164","0","1014.1170043945312","0","88.80000305175781","0","0.0","0","277.3999938964844","0","0.6140000224113464","0","1.2000000476837158","0","1.5199999809265137","0","86.19999694824219","0","0.0","0","431.20001220703125","0","10.920000076293945","0"
"2025-07-02 12:10:00.000","11.069999694824219","0","1014.2000122070312","0","88.80000305175781","0","0.0","0","284.8999938964844","0","0.26899999380111694","0","1.100000023841858","0","2.944999933242798","0","42.27000045776367","0","0.0","0","425.8999938964844","0","10.880000114440918","0"
"2025-07-02 12:15:00.000","11.149999618530273","0","1014.27001953125","0","88.4000015258789","0","0.0","0","311.0","0","0.8069999814033508","0","1.8329999446868896","0","5.122000217437744","0","42.349998474121094","0","0.0","0","425.8999938964844","0","10.890000343322754","0"
"2025-07-02 12:20:00.000","11.170000076293945","0","1014.2999877929688","0","87.9000015258789","0","0.0","0","326.20001220703125","0","0.27300000190734863","0","0.9330000281333923","0","8.079999923706055","0","81.69999694824219","0","0.0","0","429.79998779296875","0","10.850000381469727","0"
"2025-07-02 12:25:00.000","11.100000381469727","0","1014.2999877929688","0","87.5999984741211","0","0.0","0","334.8999938964844","0","1.1619999408721924","0","2.7990000247955322","0","12.09000015258789","0","39.93000030517578","0","0.0","0","430.79998779296875","0","10.829999923706055","0"
